qualifyId,circuitId,raceId,driverId,constructorId,year,date,number,position,q1,q2,q3
10169,17,1125,1,131,2024,2024-04-21,44,18,1:35.573,\N,\N
10170,17,1125,852,215,2024,2024-04-21,22,19,1:35.746,\N,\N
10171,17,1125,858,3,2024,2024-04-21,2,20,1:36.358,\N,\N
10172,79,1126,830,9,2024,2024-05-05,1,1,1:27.689,1:27.566,1:27.241
10173,79,1126,844,6,2024,2024-05-05,16,2,1:28.081,1:27.533,1:27.382
10174,79,1126,832,6,2024,2024-05-05,55,3,1:27.937,1:27.941,1:27.455
10175,79,1126,815,9,2024,2024-05-05,11,4,1:27.772,1:27.839,1:27.460
10176,79,1126,846,1,2024,2024-05-05,4,5,1:27.913,1:27.871,1:27.594
10177,79,1126,857,1,2024,2024-05-05,81,6,1:28.032,1:27.721,1:27.675
10178,79,1126,847,131,2024,2024-05-05,63,7,1:28.159,1:28.095,1:28.067
10179,79,1126,1,131,2024,2024-05-05,44,8,1:28.167,1:27.697,1:28.107
10180,79,1126,807,210,2024,2024-05-05,27,9,1:28.383,1:28.200,1:28.146
10181,79,1126,852,215,2024,2024-05-05,22,10,1:28.324,1:28.167,1:28.192
10182,79,1126,840,117,2024,2024-05-05,18,11,1:28.177,1:28.222,\N
10183,79,1126,842,214,2024,2024-05-05,10,12,1:27.976,1:28.324,\N
10184,79,1126,839,214,2024,2024-05-05,31,13,1:28.209,1:28.371,\N
10185,79,1126,848,3,2024,2024-05-05,23,14,1:28.343,1:28.413,\N
10186,79,1126,4,117,2024,2024-05-05,14,15,1:28.453,1:28.427,\N
10187,79,1126,822,15,2024,2024-05-05,77,16,1:28.463,\N,\N
10188,79,1126,858,3,2024,2024-05-05,2,17,1:28.487,\N,\N
10189,79,1126,817,215,2024,2024-05-05,3,18,1:28.617,\N,\N
10190,79,1126,825,210,2024,2024-05-05,20,19,1:28.619,\N,\N
10191,79,1126,855,15,2024,2024-05-05,24,20,1:28.824,\N,\N
10192,21,1127,830,9,2024,2024-05-19,1,1,1:15.762,1:15.176,1:14.746
10193,21,1127,857,1,2024,2024-05-19,81,2,1:15.940,1:15.407,1:14.820
10194,21,1127,846,1,2024,2024-05-19,4,3,1:15.915,1:15.371,1:14.837
10195,21,1127,844,6,2024,2024-05-19,16,4,1:15.823,1:15.328,1:14.970
10196,21,1127,832,6,2024,2024-05-19,55,5,1:16.015,1:15.512,1:15.233
10197,21,1127,847,131,2024,2024-05-19,63,6,1:16.107,1:15.671,1:15.234
10198,21,1127,852,215,2024,2024-05-19,22,7,1:15.894,1:15.358,1:15.465
10199,21,1127,1,131,2024,2024-05-19,44,8,1:16.604,1:15.677,1:15.504
10200,21,1127,817,215,2024,2024-05-19,3,9,1:16.060,1:15.691,1:15.674
10201,21,1127,807,210,2024,2024-05-19,27,10,1:15.841,1:15.569,1:15.980
10202,21,1127,815,9,2024,2024-05-19,11,11,1:16.404,1:15.706,\N
10203,21,1127,839,214,2024,2024-05-19,31,12,1:16.361,1:15.906,\N
10204,21,1127,840,117,2024,2024-05-19,18,13,1:16.458,1:15.992,\N
10205,21,1127,848,3,2024,2024-05-19,23,14,1:16.524,1:16.200,\N
10206,21,1127,842,214,2024,2024-05-19,10,15,1:16.015,1:16.381,\N
10207,21,1127,822,15,2024,2024-05-19,77,16,1:16.626,\N,\N
10208,21,1127,855,15,2024,2024-05-19,24,17,1:16.834,\N,\N
10209,21,1127,825,210,2024,2024-05-19,20,18,1:16.854,\N,\N
10210,21,1127,4,117,2024,2024-05-19,14,19,1:16.917,\N,\N
10211,21,1127,858,3,2024,2024-05-19,2,20,\N,\N,\N
10212,6,1128,844,6,2024,2024-05-26,16,1,1:11.584,1:10.825,1:10.270
10213,6,1128,857,1,2024,2024-05-26,81,2,1:11.500,1:10.756,1:10.424
10214,6,1128,832,6,2024,2024-05-26,55,3,1:11.543,1:11.075,1:10.518
10215,6,1128,846,1,2024,2024-05-26,4,4,1:11.760,1:10.732,1:10.542
10216,6,1128,847,131,2024,2024-05-26,63,5,1:11.492,1:10.929,1:10.543
10217,6,1128,830,9,2024,2024-05-26,1,6,1:11.711,1:10.745,1:10.567
10218,6,1128,1,131,2024,2024-05-26,44,7,1:11.528,1:11.056,1:10.621
10219,6,1128,852,215,2024,2024-05-26,22,8,1:11.852,1:11.106,1:10.858
10220,6,1128,848,3,2024,2024-05-26,23,9,1:11.623,1:11.216,1:10.948
10221,6,1128,842,214,2024,2024-05-26,10,10,1:11.714,1:10.896,1:11.311
10222,6,1128,839,214,2024,2024-05-26,31,11,1:11.887,1:11.285,\N
10223,6,1128,807,210,2024,2024-05-26,27,12,1:11.876,1:11.440,\N
10224,6,1128,817,215,2024,2024-05-26,3,13,1:11.785,1:11.482,\N
10225,6,1128,840,117,2024,2024-05-26,18,14,1:11.728,1:11.563,\N
10226,6,1128,825,210,2024,2024-05-26,20,15,1:11.832,1:11.725,\N
10227,6,1128,4,117,2024,2024-05-26,14,16,1:12.019,\N,\N
10228,6,1128,858,3,2024,2024-05-26,2,17,1:12.020,\N,\N
10229,6,1128,815,9,2024,2024-05-26,11,18,1:12.060,\N,\N
10230,6,1128,822,15,2024,2024-05-26,77,19,1:12.512,\N,\N
10231,6,1128,855,15,2024,2024-05-26,24,20,1:13.028,\N,\N
10232,7,1129,847,131,2024,2024-06-09,63,1,1:13.013,1:11.742,1:12.000
10233,7,1129,830,9,2024,2024-06-09,1,2,1:12.360,1:12.549,1:12.000
10234,7,1129,846,1,2024,2024-06-09,4,3,1:12.959,1:12.201,1:12.021
10235,7,1129,857,1,2024,2024-06-09,81,4,1:12.907,1:12.462,1:12.103
10236,7,1129,817,215,2024,2024-06-09,3,5,1:13.240,1:12.572,1:12.178
10237,7,1129,4,117,2024,2024-06-09,14,6,1:13.117,1:12.635,1:12.228
10238,7,1129,1,131,2024,2024-06-09,44,7,1:12.851,1:11.979,1:12.280
10239,7,1129,852,215,2024,2024-06-09,22,8,1:12.748,1:12.303,1:12.414
10240,7,1129,840,117,2024,2024-06-09,18,9,1:13.088,1:12.659,1:12.701
10241,7,1129,848,3,2024,2024-06-09,23,10,1:12.896,1:12.485,1:12.796
10242,7,1129,844,6,2024,2024-06-09,16,11,1:13.107,1:12.691,\N
10243,7,1129,832,6,2024,2024-06-09,55,12,1:13.038,1:12.728,\N
10244,7,1129,858,3,2024,2024-06-09,2,13,1:13.063,1:12.736,\N
10245,7,1129,825,210,2024,2024-06-09,20,14,1:13.217,1:12.916,\N
10246,7,1129,842,214,2024,2024-06-09,10,15,1:13.289,1:12.940,\N
10247,7,1129,815,9,2024,2024-06-09,11,16,1:13.326,\N,\N
10248,7,1129,822,15,2024,2024-06-09,77,17,1:13.366,\N,\N
10249,7,1129,839,214,2024,2024-06-09,31,18,1:13.435,\N,\N
10250,7,1129,807,210,2024,2024-06-09,27,19,1:13.978,\N,\N
10251,7,1129,855,15,2024,2024-06-09,24,20,1:14.292,\N,\N
10252,4,1130,846,1,2024,2024-06-23,4,1,1:12.386,1:11.872,1:11.383
10253,4,1130,830,9,2024,2024-06-23,1,2,1:12.306,1:11.653,1:11.403
10254,4,1130,1,131,2024,2024-06-23,44,3,1:12.143,1:11.792,1:11.701
10255,4,1130,847,131,2024,2024-06-23,63,4,1:12.456,1:11.812,1:11.703
10256,4,1130,844,6,2024,2024-06-23,16,5,1:12.257,1:12.038,1:11.731
10257,4,1130,832,6,2024,2024-06-23,55,6,1:12.403,1:11.874,1:11.736
10258,4,1130,842,214,2024,2024-06-23,10,7,1:12.651,1:12.079,1:11.857
10259,4,1130,815,9,2024,2024-06-23,11,8,1:12.477,1:12.054,1:12.061
10260,4,1130,839,214,2024,2024-06-23,31,9,1:12.691,1:12.109,1:12.125
10261,4,1130,857,1,2024,2024-06-23,81,10,1:12.460,1:12.011,\N
10262,4,1130,4,117,2024,2024-06-23,14,11,1:12.505,1:12.128,\N
10263,4,1130,822,15,2024,2024-06-23,77,12,1:12.758,1:12.227,\N
10264,4,1130,807,210,2024,2024-06-23,27,13,1:12.708,1:12.310,\N
10265,4,1130,840,117,2024,2024-06-23,18,14,1:12.881,1:12.372,\N
10266,4,1130,855,15,2024,2024-06-23,24,15,1:12.880,1:12.738,\N
10267,4,1130,825,210,2024,2024-06-23,20,16,1:12.937,\N,\N
10268,4,1130,852,215,2024,2024-06-23,22,17,1:12.985,\N,\N
10269,4,1130,817,215,2024,2024-06-23,3,18,1:13.075,\N,\N
10270,4,1130,848,3,2024,2024-06-23,23,19,1:13.153,\N,\N
10271,4,1130,858,3,2024,2024-06-23,2,20,1:13.509,\N,\N
10272,70,1131,830,9,2024,2024-06-30,1,1,1:05.336,1:04.469,1:04.314
10273,70,1131,846,1,2024,2024-06-30,4,2,1:05.450,1:05.103,1:04.718
10274,70,1131,847,131,2024,2024-06-30,63,3,1:05.585,1:05.016,1:04.840
10275,70,1131,832,6,2024,2024-06-30,55,4,1:05.263,1:05.016,1:04.851
10276,70,1131,1,131,2024,2024-06-30,44,5,1:05.541,1:05.053,1:04.903
10277,70,1131,844,6,2024,2024-06-30,16,6,1:05.509,1:05.104,1:05.044
10278,70,1131,857,1,2024,2024-06-30,81,7,1:05.311,1:05.070,1:05.048
10279,70,1131,815,9,2024,2024-06-30,11,8,1:05.587,1:05.144,1:05.202
10280,70,1131,807,210,2024,2024-06-30,27,9,1:05.596,1:05.262,1:05.385
10281,70,1131,839,214,2024,2024-06-30,31,10,1:05.574,1:05.274,1:05.883
10282,70,1131,817,215,2024,2024-06-30,3,11,1:05.569,1:05.289,\N
10283,70,1131,825,210,2024,2024-06-30,20,12,1:05.508,1:05.347,\N
10284,70,1131,842,214,2024,2024-06-30,10,13,1:05.598,1:05.359,\N
10285,70,1131,852,215,2024,2024-06-30,22,14,1:05.563,1:05.412,\N
10286,70,1131,4,117,2024,2024-06-30,14,15,1:05.656,1:05.639,\N
10287,70,1131,848,3,2024,2024-06-30,23,16,1:05.736,\N,\N
10288,70,1131,840,117,2024,2024-06-30,18,17,1:05.819,\N,\N
10289,70,1131,822,15,2024,2024-06-30,77,18,1:05.847,\N,\N
10290,70,1131,858,3,2024,2024-06-30,2,19,1:05.856,\N,\N
10291,70,1131,855,15,2024,2024-06-30,24,20,1:06.061,\N,\N
10292,9,1132,847,131,2024,2024-07-07,63,1,1:30.106,1:26.723,1:25.819
10293,9,1132,1,131,2024,2024-07-07,44,2,1:29.547,1:26.770,1:25.990
10294,9,1132,846,1,2024,2024-07-07,4,3,1:31.596,1:26.559,1:26.030
10295,9,1132,830,9,2024,2024-07-07,1,4,1:31.342,1:26.796,1:26.203
10296,9,1132,857,1,2024,2024-07-07,81,5,1:30.895,1:26.733,1:26.237
10297,9,1132,807,210,2024,2024-07-07,27,6,1:31.929,1:26.847,1:26.338
10298,9,1132,832,6,2024,2024-07-07,55,7,1:30.557,1:26.843,1:26.509
10299,9,1132,840,117,2024,2024-07-07,18,8,1:31.410,1:26.938,1:26.585
10300,9,1132,848,3,2024,2024-07-07,23,9,1:31.135,1:26.933,1:26.640
10301,9,1132,4,117,2024,2024-07-07,14,10,1:31.264,1:26.730,1:26.917
10302,9,1132,844,6,2024,2024-07-07,16,11,1:30.496,1:27.097,\N
10303,9,1132,858,3,2024,2024-07-07,2,12,1:31.608,1:27.175,\N
10304,9,1132,852,215,2024,2024-07-07,22,13,1:30.994,1:27.269,\N
10305,9,1132,855,15,2024,2024-07-07,24,14,1:31.190,1:27.867,\N
10306,9,1132,817,215,2024,2024-07-07,3,15,1:31.291,1:27.949,\N
10307,9,1132,822,15,2024,2024-07-07,77,16,1:32.431,\N,\N
10308,9,1132,825,210,2024,2024-07-07,20,17,1:32.905,\N,\N
10309,9,1132,839,214,2024,2024-07-07,31,18,1:34.557,\N,\N
10310,9,1132,815,9,2024,2024-07-07,11,19,1:38.348,\N,\N
10311,9,1132,842,214,2024,2024-07-07,10,20,1:39.804,\N,\N
10312,11,1133,846,1,2024,2024-07-21,4,1,1:17.755,1:15.540,1:15.227
10313,11,1133,857,1,2024,2024-07-21,81,2,1:17.504,1:15.785,1:15.249
10314,11,1133,830,9,2024,2024-07-21,1,3,1:17.087,1:15.770,1:15.273
10315,11,1133,832,6,2024,2024-07-21,55,4,1:17.244,1:15.885,1:15.696
10316,11,1133,1,131,2024,2024-07-21,44,5,1:17.087,1:16.307,1:15.854
10317,11,1133,844,6,2024,2024-07-21,16,6,1:17.437,1:15.891,1:15.905
10318,11,1133,4,117,2024,2024-07-21,14,7,1:17.624,1:16.117,1:16.043
10319,11,1133,840,117,2024,2024-07-21,18,8,1:17.405,1:16.075,1:16.244
10320,11,1133,817,215,2024,2024-07-21,3,9,1:17.050,1:16.202,1:16.447
10321,11,1133,852,215,2024,2024-07-21,22,10,1:17.436,1:16.121,1:16.477
10322,11,1133,807,210,2024,2024-07-21,27,11,1:17.362,1:16.317,\N
10323,11,1133,822,15,2024,2024-07-21,77,12,1:17.487,1:16.384,\N
10324,11,1133,848,3,2024,2024-07-21,23,13,1:17.280,1:16.429,\N
10325,11,1133,858,3,2024,2024-07-21,2,14,1:17.770,1:16.543,\N
10326,11,1133,825,210,2024,2024-07-21,20,15,1:17.851,1:16.548,\N
10327,11,1133,815,9,2024,2024-07-21,11,16,1:17.886,\N,\N
10328,11,1133,847,131,2024,2024-07-21,63,17,1:17.968,\N,\N
10329,11,1133,855,15,2024,2024-07-21,24,18,1:18.037,\N,\N
10330,11,1133,839,214,2024,2024-07-21,31,19,1:18.049,\N,\N
10331,11,1133,842,214,2024,2024-07-21,10,20,1:18.166,\N,\N
10332,13,1134,830,9,2024,2024-07-28,1,1,1:54.938,1:53.837,1:53.159
10333,13,1134,844,6,2024,2024-07-28,16,2,1:55.349,1:54.193,1:53.754
10334,13,1134,815,9,2024,2024-07-28,11,3,1:55.139,1:54.470,1:53.765
10335,13,1134,1,131,2024,2024-07-28,44,4,1:55.692,1:54.037,1:53.835
10336,13,1134,846,1,2024,2024-07-28,4,5,1:55.582,1:54.358,1:53.981
10337,13,1134,857,1,2024,2024-07-28,81,6,1:54.835,1:54.136,1:54.027
10338,13,1134,847,131,2024,2024-07-28,63,7,1:55.353,1:54.095,1:54.184
10339,13,1134,832,6,2024,2024-07-28,55,8,1:55.169,1:54.112,1:54.477
10340,13,1134,4,117,2024,2024-07-28,14,9,1:55.489,1:54.258,1:54.765
10341,13,1134,839,214,2024,2024-07-28,31,10,1:55.417,1:54.460,1:54.810
10342,13,1134,848,3,2024,2024-07-28,23,11,1:55.722,1:54.473,\N
10343,13,1134,842,214,2024,2024-07-28,10,12,1:54.911,1:54.635,\N
10344,13,1134,817,215,2024,2024-07-28,3,13,1:55.451,1:54.682,\N
10345,13,1134,822,15,2024,2024-07-28,77,14,1:55.531,1:54.764,\N
10346,13,1134,840,117,2024,2024-07-28,18,15,1:56.072,1:55.716,\N
10347,13,1134,807,210,2024,2024-07-28,27,16,1:56.308,\N,\N
10348,13,1134,825,210,2024,2024-07-28,20,17,1:56.500,\N,\N
10349,13,1134,852,215,2024,2024-07-28,22,18,1:56.593,\N,\N
10350,13,1134,858,3,2024,2024-07-28,2,19,1:57.230,\N,\N
10351,13,1134,855,15,2024,2024-07-28,24,20,1:57.775,\N,\N
10352,39,1135,846,1,2024,2024-08-25,4,1,1:11.377,1:10.496,1:09.673
10353,39,1135,830,9,2024,2024-08-25,1,2,1:11.393,1:10.811,1:10.029
10354,39,1135,857,1,2024,2024-08-25,81,3,1:11.541,1:10.505,1:10.172
10355,39,1135,847,131,2024,2024-08-25,63,4,1:11.049,1:10.552,1:10.244
10356,39,1135,815,9,2024,2024-08-25,11,5,1:11.006,1:10.678,1:10.416
10357,39,1135,844,6,2024,2024-08-25,16,6,1:11.370,1:10.689,1:10.582
10358,39,1135,4,117,2024,2024-08-25,14,7,1:11.493,1:10.845,1:10.633
10359,39,1135,840,117,2024,2024-08-25,18,8,1:11.518,1:10.661,1:10.857
10360,39,1135,842,214,2024,2024-08-25,10,9,1:11.718,1:10.815,1:10.977
10361,39,1135,832,6,2024,2024-08-25,55,10,1:11.327,1:10.914,\N
10362,39,1135,1,131,2024,2024-08-25,44,11,1:11.375,1:10.948,\N
10363,39,1135,852,215,2024,2024-08-25,22,12,1:11.603,1:10.955,\N
10364,39,1135,807,210,2024,2024-08-25,27,13,1:11.832,1:11.215,\N
10365,39,1135,825,210,2024,2024-08-25,20,14,1:11.630,1:11.295,\N
10366,39,1135,817,215,2024,2024-08-25,3,15,1:11.943,\N,\N
10367,39,1135,839,214,2024,2024-08-25,31,16,1:11.995,\N,\N
10368,39,1135,822,15,2024,2024-08-25,77,17,1:12.168,\N,\N
10369,39,1135,855,15,2024,2024-08-25,24,18,1:13.261,\N,\N
10370,39,1135,848,3,2024,2024-08-25,23,19,\N,\N,\N
10371,39,1135,858,3,2024,2024-08-25,2,20,\N,\N,\N
10372,14,1136,846,1,2024,2024-09-01,4,1,1:19.911,1:19.727,1:19.327
10373,14,1136,857,1,2024,2024-09-01,81,2,1:20.076,1:19.808,1:19.436
10374,14,1136,847,131,2024,2024-09-01,63,3,1:20.169,1:19.877,1:19.440
10375,14,1136,844,6,2024,2024-09-01,16,4,1:20.074,1:20.007,1:19.461
10376,14,1136,832,6,2024,2024-09-01,55,5,1:20.149,1:19.799,1:19.467
10377,14,1136,1,131,2024,2024-09-01,44,6,1:20.477,1:19.641,1:19.513
10378,14,1136,830,9,2024,2024-09-01,1,7,1:20.226,1:19.662,1:20.022
10379,14,1136,815,9,2024,2024-09-01,11,8,1:20.598,1:20.216,1:20.062
10380,14,1136,848,3,2024,2024-09-01,23,9,1:20.542,1:20.314,1:20.299
10381,14,1136,807,210,2024,2024-09-01,27,10,1:20.781,1:20.411,1:20.339
10382,14,1136,4,117,2024,2024-09-01,14,11,1:20.617,1:20.421,\N
10383,14,1136,817,215,2024,2024-09-01,3,12,1:20.901,1:20.479,\N
10384,14,1136,825,210,2024,2024-09-01,20,13,1:20.856,1:20.698,\N
10385,14,1136,842,214,2024,2024-09-01,10,14,1:20.748,1:20.738,\N
10386,14,1136,839,214,2024,2024-09-01,31,15,1:20.764,1:20.766,\N
10387,14,1136,852,215,2024,2024-09-01,22,16,1:20.945,\N,\N
10388,14,1136,840,117,2024,2024-09-01,18,17,1:21.013,\N,\N
10389,14,1136,861,3,2024,2024-09-01,43,18,1:21.061,\N,\N
10390,14,1136,822,15,2024,2024-09-01,77,19,1:21.101,\N,\N
10391,14,1136,855,15,2024,2024-09-01,24,20,1:21.445,\N,\N
10392,73,1137,844,6,2024,2024-09-15,16,1,1:42.775,1:42.056,1:41.365
10393,73,1137,857,1,2024,2024-09-15,81,2,1:43.033,1:42.598,1:41.686
10394,73,1137,832,6,2024,2024-09-15,55,3,1:43.357,1:42.503,1:41.805
10395,73,1137,815,9,2024,2024-09-15,11,4,1:43.213,1:42.263,1:41.813
10396,73,1137,847,131,2024,2024-09-15,63,5,1:43.139,1:42.329,1:41.874
10397,73,1137,830,9,2024,2024-09-15,1,6,1:43.097,1:42.042,1:42.023
10398,73,1137,1,131,2024,2024-09-15,44,7,1:43.089,1:42.765,1:42.289
10399,73,1137,4,117,2024,2024-09-15,14,8,1:43.472,1:42.426,1:42.369
10400,73,1137,861,3,2024,2024-09-15,43,9,1:43.138,1:42.473,1:42.530
10401,73,1137,848,3,2024,2024-09-15,23,10,1:42.899,1:42.840,1:42.859
10402,73,1137,860,210,2024,2024-09-15,50,11,1:43.471,1:42.968,\N
10403,73,1137,852,215,2024,2024-09-15,22,12,1:43.337,1:43.035,\N
10404,73,1137,807,210,2024,2024-09-15,27,13,1:43.101,1:43.191,\N
10405,73,1137,840,117,2024,2024-09-15,18,14,1:43.370,1:43.404,\N
10406,73,1137,817,215,2024,2024-09-15,3,15,1:43.547,\N,\N
10407,73,1137,846,1,2024,2024-09-15,4,16,1:43.609,\N,\N
10408,73,1137,822,15,2024,2024-09-15,77,17,1:43.618,\N,\N
10409,73,1137,855,15,2024,2024-09-15,24,18,1:44.246,\N,\N
10410,73,1137,839,214,2024,2024-09-15,31,19,1:44.504,\N,\N
10411,73,1137,842,214,2024,2024-09-15,10,20,1:43.088,1:43.179,\N
10412,15,1138,846,1,2024,2024-09-22,4,1,1:30.002,1:30.007,1:29.525
10413,15,1138,830,9,2024,2024-09-22,1,2,1:30.157,1:29.680,1:29.728
10414,15,1138,1,131,2024,2024-09-22,44,3,1:30.393,1:29.929,1:29.841
10415,15,1138,847,131,2024,2024-09-22,63,4,1:30.811,1:30.153,1:29.867
10416,15,1138,857,1,2024,2024-09-22,81,5,1:30.258,1:29.640,1:29.953
10417,15,1138,807,210,2024,2024-09-22,27,6,1:30.724,1:30.150,1:30.115
10418,15,1138,4,117,2024,2024-09-22,14,7,1:30.684,1:30.450,1:30.214
10419,15,1138,852,215,2024,2024-09-22,22,8,1:30.710,1:30.289,1:30.354
10420,15,1138,844,6,2024,2024-09-22,16,9,1:30.786,1:29.747,\N
10421,15,1138,832,6,2024,2024-09-22,55,10,1:30.670,1:30.108,\N
10422,15,1138,848,3,2024,2024-09-22,23,11,1:30.679,1:30.474,\N
10423,15,1138,861,3,2024,2024-09-22,43,12,1:30.704,1:30.481,\N
10424,15,1138,815,9,2024,2024-09-22,11,13,1:30.624,1:30.579,\N
10425,15,1138,825,210,2024,2024-09-22,20,14,1:30.829,1:30.653,\N
10426,15,1138,839,214,2024,2024-09-22,31,15,1:30.958,1:30.769,\N
10427,15,1138,817,215,2024,2024-09-22,3,16,1:31.085,\N,\N
10428,15,1138,840,117,2024,2024-09-22,18,17,1:31.094,\N,\N
10429,15,1138,842,214,2024,2024-09-22,10,18,1:31.312,\N,\N
10430,15,1138,822,15,2024,2024-09-22,77,19,1:31.572,\N,\N
10431,15,1138,855,15,2024,2024-09-22,24,20,1:32.054,\N,\N
10432,69,1139,846,1,2024,2024-10-20,4,1,1:33.616,1:32.851,1:32.330
10433,69,1139,830,9,2024,2024-10-20,1,2,1:33.046,1:32.584,1:32.361
10434,69,1139,832,6,2024,2024-10-20,55,3,1:33.556,1:32.836,1:32.652
10435,69,1139,844,6,2024,2024-10-20,16,4,1:33.241,1:32.962,1:32.740
10436,69,1139,857,1,2024,2024-10-20,81,5,1:33.864,1:33.057,1:32.950
10437,69,1139,847,131,2024,2024-10-20,63,6,1:33.536,1:33.142,1:32.974
10438,69,1139,842,214,2024,2024-10-20,10,7,1:33.550,1:33.162,1:33.018
10439,69,1139,4,117,2024,2024-10-20,14,8,1:33.973,1:33.429,1:33.309
10440,69,1139,825,210,2024,2024-10-20,20,9,1:33.564,1:33.474,1:33.481
10441,69,1139,815,9,2024,2024-10-20,11,10,1:33.611,1:33.020,\N
10442,69,1139,852,215,2024,2024-10-20,22,11,1:33.795,1:33.506,\N
10443,69,1139,807,210,2024,2024-10-20,27,12,1:33.601,1:33.544,\N
10444,69,1139,839,214,2024,2024-10-20,31,13,1:33.986,1:33.597,\N
10445,69,1139,840,117,2024,2024-10-20,18,14,1:34.033,1:33.759,\N
10446,69,1139,859,215,2024,2024-10-20,30,15,1:33.339,\N,\N
10447,69,1139,848,3,2024,2024-10-20,23,16,1:34.051,\N,\N
10448,69,1139,861,3,2024,2024-10-20,43,17,1:34.062,\N,\N
10449,69,1139,822,15,2024,2024-10-20,77,18,1:34.152,\N,\N
10450,69,1139,1,131,2024,2024-10-20,44,19,1:34.154,\N,\N
10451,69,1139,855,15,2024,2024-10-20,24,20,1:34.228,\N,\N
10452,32,1140,832,6,2024,2024-10-27,55,1,1:16.778,1:16.515,1:15.946
10453,32,1140,830,9,2024,2024-10-27,1,2,1:16.803,1:16.514,1:16.171
10454,32,1140,846,1,2024,2024-10-27,4,3,1:16.505,1:16.301,1:16.260
10455,32,1140,844,6,2024,2024-10-27,16,4,1:16.972,1:16.641,1:16.265
10456,32,1140,847,131,2024,2024-10-27,63,5,1:17.194,1:16.937,1:16.356
10457,32,1140,1,131,2024,2024-10-27,44,6,1:17.306,1:16.973,1:16.651
10458,32,1140,825,210,2024,2024-10-27,20,7,1:17.125,1:17.003,1:16.886
10459,32,1140,842,214,2024,2024-10-27,10,8,1:17.149,1:17.048,1:16.892
10460,32,1140,848,3,2024,2024-10-27,23,9,1:17.189,1:16.988,1:17.065
10461,32,1140,807,210,2024,2024-10-27,27,10,1:17.186,1:16.995,1:17.365
10462,32,1140,852,215,2024,2024-10-27,22,11,1:17.182,1:17.129,\N
10463,32,1140,859,215,2024,2024-10-27,30,12,1:17.380,1:17.162,\N
10464,32,1140,4,117,2024,2024-10-27,14,13,1:17.307,1:17.168,\N
10465,32,1140,840,117,2024,2024-10-27,18,14,1:17.407,1:17.294,\N
10466,32,1140,822,15,2024,2024-10-27,77,15,1:17.393,1:17.817,\N
10467,32,1140,861,3,2024,2024-10-27,43,16,1:17.558,\N,\N
10468,32,1140,857,1,2024,2024-10-27,81,17,1:17.597,\N,\N
10469,32,1140,815,9,2024,2024-10-27,11,18,1:17.611,\N,\N
10470,32,1140,839,214,2024,2024-10-27,31,19,1:17.617,\N,\N
10471,32,1140,855,15,2024,2024-10-27,24,20,1:18.072,\N,\N
10472,18,1141,846,1,2024,2024-11-03,4,1,1:30.944,1:24.844,1:23.405
10473,18,1141,847,131,2024,2024-11-03,63,2,1:29.121,1:26.307,1:23.578
10474,18,1141,852,215,2024,2024-11-03,22,3,1:29.172,1:26.464,1:24.111
10475,18,1141,839,214,2024,2024-11-03,31,4,1:29.171,1:26.206,1:24.475
10476,18,1141,859,215,2024,2024-11-03,30,5,1:30.758,1:25.654,1:24.484
10477,18,1141,844,6,2024,2024-11-03,16,6,1:29.839,1:26.097,1:24.525
10478,18,1141,848,3,2024,2024-11-03,23,7,1:29.072,1:25.889,1:24.657
10479,18,1141,857,1,2024,2024-11-03,81,8,1:30.114,1:25.179,1:24.686
10480,18,1141,4,117,2024,2024-11-03,14,9,1:30.207,1:25.035,1:28.998
10481,18,1141,840,117,2024,2024-11-03,18,10,1:30.580,1:26.334,\N
10482,18,1141,822,15,2024,2024-11-03,77,11,1:30.633,1:26.472,\N
10483,18,1141,830,9,2024,2024-11-03,1,12,1:28.522,1:27.771,\N
10484,18,1141,815,9,2024,2024-11-03,11,13,1:30.035,1:28.158,\N
10485,18,1141,832,6,2024,2024-11-03,55,14,1:30.303,1:29.406,\N
10486,18,1141,842,214,2024,2024-11-03,10,15,1:29.420,1:29.614,\N
10487,18,1141,1,131,2024,2024-11-03,44,16,1:31.150,\N,\N
10488,18,1141,860,210,2024,2024-11-03,50,17,1:31.229,\N,\N
10489,18,1141,861,3,2024,2024-11-03,43,18,1:31.270,\N,\N
10490,18,1141,807,210,2024,2024-11-03,27,19,1:31.623,\N,\N
10491,18,1141,855,15,2024,2024-11-03,24,20,1:32.263,\N,\N
10492,80,1142,847,131,2024,2024-11-23,63,1,1:33.186,1:32.779,1:32.312
10493,80,1142,832,6,2024,2024-11-23,55,2,1:33.484,1:32.711,1:32.410
10494,80,1142,842,214,2024,2024-11-23,10,3,1:33.691,1:32.879,1:32.664
10495,80,1142,844,6,2024,2024-11-23,16,4,1:33.446,1:33.016,1:32.783
10496,80,1142,830,9,2024,2024-11-23,1,5,1:33.299,1:33.085,1:32.797
10497,80,1142,846,1,2024,2024-11-23,4,6,1:33.592,1:33.099,1:33.008
10498,80,1142,852,215,2024,2024-11-23,22,7,1:33.789,1:33.089,1:33.029
10499,80,1142,857,1,2024,2024-11-23,81,8,1:33.450,1:33.024,1:33.033
10500,80,1142,807,210,2024,2024-11-23,27,9,1:33.920,1:33.114,1:33.062
10501,80,1142,1,131,2024,2024-11-23,44,10,1:33.225,1:32.567,1:48.106
10502,80,1142,839,214,2024,2024-11-23,31,11,1:33.968,1:33.221,\N
